Post,Intensity
真的吓死个人了，反正我是不敢再碰法硕这颗毒瘤了，越卷的圈子越是鱼龙混杂，被刷的那些人他们凭什么要来承担这一切？就凭他们的好心与善良？这不就是当代版农夫与蛇的故事吗，权威者还来帮蛇棒打农夫，真是世纪大无语…… ?,0.729
这件事情影响太恶劣了，垃圾人凭一己之力改变了从此以后所有考研届，将接受日后所有考研人的咒骂愤恨，应被人肉出来钉死在耻辱柱上。 ?,0.729
一群群站在道德制高点指责别人的人，基本过了十二点就没人喊了吧？骂人有必要那么难听吗？是影响您明天考清华北大了还是影响您要去参加联合国会议了？就nm离谱 2西安·西安外国语大学(长安校区) ?,0.729
就无语啊……举报的你学法律学的连个人都算不上了，真tm悲哀 ?,0.723
不如把聊天记录都放出来得了，让我们看看泄题到什么程度了，在这里云里雾里的讨论，真是好烦，泄题不对，复试为0可以，也要看有没有人诱导 ?,0.723
就挺离谱…既然是隔离那就一视同仁学生不给出教职工家属就可以随意进出这算什么事儿啊 ?,0.717
学校形式主义习惯了，呵呵，他们真的是从不动脑子想想学生们的处境的吗？封闭学校，但学校里这里差那里差，也不知道这学校怎么想的，请在意一下学生的心理感受，物价倒是挺会涨，在这种时候赚这种国难财，。学校还是好好处理自己学校的各种问题，在封闭学校吧！ok ?,0.717
一个大学，没有超市，不能洗澡，吃饭难，快递被泡水，还封校，让学生怎么生活 ?,0.717
祝举报的那个人生活日日不顺心，前途一片黑暗，做一个过街老鼠人人都躲的那种自己缺德事做多了会有报应的 ?,0.708
那以后还可以建复试群吗？分享复试经验贴也算泄题吗 ?,0.708
可笑的是有人吹捧，他们能做到这个程度，说明是他们更努力  四战三战的就可以越过法律规定？跟卖惨有什么区别？   都成年人了，既然签署了诚信复试承诺书了，就要为自己的行为负责！如若这都要洗白的话，那我无fuck说 ?,0.708
考过研的才知道愿意分享经验的都是什么大善人，被判零分实在过分，禁考三年直接改变人生轨迹太惨了 ?,0.708
能学奥数的孩子还能有个标签写着不成？肯定是从无数学奥数的孩子中，拔尖拔出来的啊。土壤都没有，哪来的良种？ ?,0.708
  这就是当代大学校园压抑学生，这就是行政管理懒政怠政不作为，这他妈前几年整改没改学校是吧？除了大学生连教职工的小孩都能随意进出！你他妈在逗我？封了个寂寞？把学生当监狱犯人地防，栏杆上布满了带尖刺的铁丝网，不知道的还以为是奥\斯/维/辛/集中营！,0.708
无语，都出的什么规定，啥都是一刀切 ?,0.708
 ？普通的孩子就没有权利了吗 ?,0.708
被有些评论震惊了，学法律的，签过承诺书，跑来泄题本身问题就很大了；没想到还能有一堆洗白的，什么学法律的也要有情理，下次法官看凶手可怜，死刑判十年大家也能理解咯？不公平竞争还一堆人觉得有理，这是研究生考试好嘛，漏题考虑过别的考生的感受吗？ ?,0.688
举报的人固然做的太绝但是网上一水的觉得漏题者无错也太离谱了吧举报者是人性之恶，但被判0分也是规则使然只能说网络社会，多看少说，谨言慎行。 ?,0.688
明明可以制止，却看着大家分享自己的题目，然后偷偷截图举报，这操作，不愧是要学法的人，看着那个专业第一的人发的朋友圈有点难受，人情终究输给了冰冷的条文 ?,0.688
不接受。不接受，听到了吗？教育部出来评评理啊 ?,0.688
 所以考研群是用来干什么的？？？互相问候？？？身体怎样？家庭如何？生活顺心否？？？ ?,0.681
唔，举报者当与分享者同罪。你吃了人家的剩饭，还砸了人家的碗，同样要进入司法系统，合适吗？ ?,0.681
一天到晚闲的没事干，给老师设置各种条条框框，是不是老师吃喝拉撒都要出个规定 ?,0.681
举报的人也太毒了，所以说非匿名的情况下不要随便发言，说不定啥时候就被卖了。 ?,0.681
其实如果这个人真的是为了守护法律规则而举报的呢？站在那些靠自己努力去面试的考生来看，泄题给别人的人对那些靠努力考研的人也不公平叭～ ?,0.681
洩露考題衹是給0分處罰太輕了，就應該記大過留校察看，這種思想品質有問題人如果從政很容易營私舞弊從中牟利，成為貪腐的典型...... ?,0.681
张口规则，闭口泄题，你们进过考研复试群吗你们，不都是些“问的难吗”“老师严吗”“有没有问的特别偏”这些问题，泄什么题，大家都是竞争对手，回答这些不关痛痒的问题就是好心，谁还傻着告诉你们考哪题考哪题 ?,0.674
又要抓成绩，又要快乐教学，现在对教育的要求好拧巴啊?iPad ,0.667
课后服务都在上课写你妈呢? ,0.667
现在的学校就是一团糟，补课都没位置！上课不讲重点，没办法? ,0.667
有些代表能不能不脑门子一热，一拍大腿，想说啥提啥。有这么个机会，好好斟酌一下子，提点有建设性的提案不中？2寿光市? ,0.667
叫课堂作业好了还叫什么家庭作业老师难道不就是一份工作嘛！老师难道不就是一份工作嘛！老师难道不就是一份工作嘛！? ,0.667
早六点半到校晚八点下课放学回家，作业还不少留，如果在校内完成，结果要不直接住学校，要不凌晨再回家? ,0.667
所以不把老师当人对吧。老师没有自己的家庭吗？? ,0.667
老师好可怜天天上热搜天天被骂……“干不下去你辞职啊”这种话都说的出来，看来是义务教育了坨叉烧都好过教育这种人还有更苦更累的工作没错，但是没有谁就活该承受各种辛苦的吧，教师这个职业才叫做高危天天压力大到崩溃，管理压力教学压力职称压力，各种会议天天召开各种文件轮番招呼……尊师重道在哪啊……生不逢时啊……收起全文d ,0.667
对此我很想知道在学校完成的还叫家庭作业吗？那么课间作业又算什么作业呢？家庭作业的目的不就是为了让学生在家也要保持学习状态吗？如果加长在学校的时间，和前面所提倡的减轻中小学学生学习负担是否相违背呢？? ,0.667
有病跟要成绩，又要学生减负，要快乐学习有什么区别要不就不要提成绩，一切皆可有? ,0.667
每次但凡和教师有关的内容上热搜，总会被网友喷，原因大概是人人至少都上过学，而人们总认为自己看到的老师就是全部，他们只看到了根本不长的所谓的寒暑假，而认为早上不到7点上班，晚上10点半才能下班是理所应当，只看到老师上课的时间，而看不到除了上课以外的琐事，对于工资之类的甚至这个行业都不知道别人究竟赚了多少，网友已经安排的明明白白，什么月收10万。就是因为这个职业太熟悉了，人人都能来说句话，呵，怎么不去喷喷搞科研做学术的人？因为喷子根本不懂这些，只能用键盘说一些屁话建议不用让有关老师的信息上热搜，省的什么牛鬼蛇神都能来放屁，真要涨工资超过什么公务员落到实处就行，别搞口嗨。收起全文d ,0.667
这些提出建议的人，他们的孩子都没有升学压力。不是出国就是有关系。当然站着说话不腰疼了? ,0.667
为啥这么多人对教师充满敌意，嘴里的话阴阳怪气。2哈尔滨? ,0.667
真笑死我了，在学校做家庭作业，怎么不干脆在学校睡觉呢，老师全程陪伴不回家那种? ,0.667
禁止老师结婚生子。禁止老师有家人。禁止老师有自由分配的时间。随叫随到，拎包入住校园。这样可以吧？？？？? ,0.667
现在搞这个提议那个建议的有几个是一线教师一步一步上来的，你在一线呆过多久？经历过多少一线教师的压力？张嘴就给学生减负，闭嘴就是作业不带出校园，各种考核、评比、特色、成绩排名、升学率的破事儿越来越多，边嚷嚷表面上的给学生减负边以压榨老师为代价教师负责教书育人，但他们不是神收起全文d ,0.667
老师也是人他们虽然是服务行业但也需要自己的生活吧小学作业也没有那么多根本不用老师熬夜去批那初中毕业学年和高中呢作业量多难度大一个老师交两三个班一百多号人学生写完作业都要十点多了难道还让老师在学校通宵批完没有效率出现错误又说是老师不负责任？收起全文d ,0.667
呵呵呵搞那个课后延时服务说好写作业结果每次都在上课每天只能从7点开始写作业写到凌晨? ,0.667
课堂作业？建议有的代表提不出啥建议就别说话了。。。。? ,0.667
无语了，在学校完成还是家庭作业？？提的都是什么破东西? ,0.667
415分那个还是四战，还有几个三战的考了390+的也因为这个零分了真的好惨啊，举报的人真的很缺德 ?,0.667
行啊 那别用电子化设备办公 返璞归真吧 上头也别和各种爱屁屁有不和描述的合作 先把最大佬的安全教育平台关了 ?,0.667
我希望规定学校老师不许建群，不光不要发作业，那些安全教育平台作业，这公众号那公众号的政治任务啥的都得取消，家长也别问作业，有规定不能说，学习的事都在学校完成，放学就不要再说学习的事，老师也清净了，学生也开心了，家长也放心了多好！非得弄得大家都挺累的，干啥啊，又没人念你的好！ 收起全文d,0.667
复试试题用前机密用后秘密都要封存的更何况还签了协议。既然举报已经产生，人大如果不处理考生，立马就是自己受处分，搞严重了三年停招好么考生惨是惨，但是不冤 ?,0.667
 ？？人类迷惑行为，咋就不能让老师自己来，老师已经够累了让老师轻松点吧 ············ ?,0.667
 赶上这破事，如果教育真的公平不如直接取消复试吧,0.667
举报的那个比被问到分享出来的题目时敢承认自己事先知道有这个题目吗 ?,0.609
  我的天啊，我要是有机会进入复试，我复试结束我就得与世隔绝了吧，省的出这些幺蛾子，真无语这举报人 ?,0.604
形式主义作业赶紧下掉吧 是在折磨谁 ?,0.604
 不是很懂，为啥总是代入举报者有心机腹黑的情感态度呢？你是怎么知道当事人的动机呢？那我如果举报贪官，但我夹杂私利，我想让他下台，这样我亲戚就能上了，那如果是这样，我的行为是不是腹黑呢？我们谈论的重点难道不应该是他到底有没有违法吗？既然违法了，那就该怎么办怎么办，至于举报者，你揣测他的动机干嘛呢？他又没有犯法。 收起全文d,0.604
真的离谱本来就不会考到重复的题，分享也只是说一下经验……举报的人真是让人恶心 ?,0.604
高中老师确实辛苦没问题，初中小学老师为什么还有抱怨累的啊？不想干可以不干，我表妹小学二年级作业，老师还要求家长改好再带去学校，这种老师都是什么贵物啊？? ,0.6
感觉这帮人的嘴就是乌鸦嘴，建议一次，孩子家长老师的压力就又重了一层能不能结合点实际情况考虑各方利益干点实事? ,0.6
什么鬼校内完成家庭作业，还布置作业干嘛拿我们班二年级的个别学生来说在学校一天也不写几个字，回家反而好点，能坚持把作业给写完这种学生如果让他在校内完成作业比登天还难那老师岂不是要陪着带一整晚了这提议提的感觉站着说话不腰疼收起全文d ,0.6
这是减负么？快乐教育中考高考干脆别了太讽刺了大家? ,0.6
好家伙，我小学的时候就这么试验过一段，根本没有可行性，现在过去几十年，还这么提，代表们不能与时俱进提点可行性的提案。? ,0.6
在校完成，还叫家庭作业？留在学校，谁看着？让老师继续加班？呵~? ,0.6
呵呵呵，这个代表恐怕不了解情况。这样学校不仅要安排晚饭，还要老师加班。这对于现在作业都需要家长检查签字的老师们来说，真是祸从天降啊！? ,0.6
请别唧唧歪歪这些破事了。高考不改。中考不改。民办掐尖不改，扯这些破事有什么用？老师不敢布置作业，那就要家长自己搞。然后家长资源决定了一切。这个国家还是需要普惠公益的公平教育为主！? ,0.6
那老师呢？一整天都在忙工作不用回家看自家孩子了？? ,0.6
我是宁夏银川市兴庆区的小学生家长，每天作业写到十点半到十一点才能写完，有时候甚至更晚！我也不知道现在的的小学生是怎么了。? ,0.6
你干嘛不直接建议学生24小时在家得了? ,0.6
学习好的不背书包回家因为作业早在学校写完了家里有另一套教材和各种自学卷子不学习的等爹妈10点下班陪他做作业后半夜还得录视频讽刺作业多学生们都有美好的未来? ,0.6
有毛病的代表，什么叫家庭作业？就是在家里完成的作业！要让孩子回去看电视，玩手机游戏吗？? ,0.6
她妈的我中考的那几个月就不是人过的一天只有半个小时休息时间就是因为你们所谓的中考政策? ,0.6
滚蛋吧，二年级的老师，玩手机，不对碰手机的时间二十四小时只能看不到两小时，我还是不会做饭买的吃，你让那些高年级的自己做饭的老师哪来那么多时间给你们啊，烦死了都，早知道不学师范了，大学四年就只学了教书，老娘去考公务员，这老师爱谁当谁当，累死了都md? ,0.6
前几天和亲戚吃饭都还在讨论这个，她家孩子才二年级，每天回家做作业做到快十点家长和孩子都挺崩溃的? ,0.6
这样只会让老师布置的作业越来越少。孩子回家光剩玩儿了，看手机玩游戏。期末考试不理想。又开始报辅导班。孩子压力又又来啦！所以最终代表你建议了个什么？?ipad? ,0.6
没在一线干过多年的代表们别动不动就对教育提意见了感谢? ,0.6
世界的两大笑话：中国的专家，中国的教育? ,0.6
看了评论区的很多内容，整体感觉是，制定教育规则的人，不知道基层的教师以及学生在经历的事情。这其中可能不简单是一个家庭作业的问题，而是整个教育体系的问题? ,0.6
真的很无语，为什么没有人管管，把我们逼上绝路么?,0.6
代表建议让学生在校内完成家庭作业瞎几把建议，睁开眼好好看看什么国情。话题我都不敢加，求求网友别喷我。? ,0.6
为什么建议这个是中小学食堂服务质量搞好了还是形式主义打消了? ,0.6
一提到作业就头疼，两个娃，一个一年级一个五年级，家庭作业一大堆，4点半下课就开始做，全部作业都是老师在手机上布置的，数学还要家长给孩子抄题，就是那种复杂的图，才一年的的娃，根本不会画，语文作业少的时候四五样，数学三四样作业，还不包括每天家长要监督的背跟读的，所有做的、背的、读的都要家长检查，没有错误再签。没检查仔细，一旦你签上字了，那完了，明早家长群里就会有你家孩子和你的大名出现，各种批评，说你不负责任等等，每天上班已经很累很累，回来还得做饭做家务辅导孩子作业，还怕出错，每天神经都是紧绷的，深怕没有做到位，还提倡生二胎三胎，生尼玛，要是可以，我想把孩子塞回肚子里去。收起全文d ,0.6
那要几点放学？我们现在三年级，每天晚上最早到九点才能做完作业，站着说话不腰疼? ,0.6
现在的教育模式，让人不敢生孩子。因为生了孩子就相当于失业，下午三点多孩子放学，这时候职场打工还忙的热火朝天呢，更别提加班狗了。爷爷奶奶有的并不适合带孩子，也教不会孩子学校的东西。太难了。这种情况要孩子干啥呢？? ,0.6
这个人是看不懂家庭作业这几个中文字么? ,0.6
就这？住宿生平常晚上的作业都要做三节晚自习(七点到十点)，周六周天怎么可能没作业？高考不懂就不要这样的建议好吧? ,0.6
说白了就是把孩子塞到学校让老师看着家长下班减轻负担可以安心生二胎呗那老师就不要选人当了找神比较合适各地教育情况不一样共甘共苦的时候一次没落同甘哈哈的时候啥也没有不追求公平正常合理就行?? ,0.6
孩子是给老师生的都是老师的老师的（简直就是在放花屁）? ,0.6
我想举报学校然后现在每个月给学校200元作业不带回家延迟放学老师作业留到写不完？孩子自主学习时间没有！反而更累了！！！? ,0.6
校内完成的还叫家庭作业？是否有去调研过每个地区每个学校的实际情况？佐证这个建议的样本数据量有多大？上来就在国家层面想一刀切，这种人真的适合做代表么？? ,0.6
在不延长在校时间的情况下，不加重老师和学生负担的情况下可以这样。如果不能，还是彼此放过吧！? ,0.6
关于减负的问题已经讨论烂了，家庭作业的要求也相应地出现了。但是，你有看到中小学生被减负吗。? ,0.6
这个热搜标题看着就挺降智的? ,0.6
嗬tui反弹盾牌?，可无视楼主一切诅咒，并附加黑魔法攻击：楼主每多一个赞，其必被一条蛆钻进脑子，直到他下十八层地狱，炸个两面金黄嘎嘣脆，被小鬼用铁叉捞起来嚼得满嘴香。且另外附加勇者的祝福：看见此条评论者不用点赞也可获得使用者同等保护和反弹诅咒，并对楼主的诅咒翻倍。转给那些天天不要点碧莲的人收起全文d ,0.6
马化腾建议共享单车社区团购等纳入监管小马哥的建议不错啊，不监管就会越来越乱代表建议让学生在校内完成家庭作业校内完成，那还叫啥家庭作业？? ,0.6
但不是所有学生都可以在学校之内完成作业的啊基础差的学生要花很多时间完成学生放学如果留在学校完成作业才能走的话那老师也要留下不是吗？？不然出事了学校得负责。每次看这些代表的建议都觉得站着说话不腰疼每个地方学校还有学生的情况都不一? ,0.6
我看呆了这届提的都什么破议案? ,0.6
那不干脆全部改成住宿制得了? ,0.6
根本就写不完好不好！老师就知道一有闲的时间就讲课，写作业时间都不留? ,0.6
笑死校内课都上不完，哪有时间写家庭作业体育老师音乐老师大多数时候都被迫生病让课? ,0.6
老师就活该了早上七点到学校晚上九十点下班一顿操作猛如虎一看工资两千五建议说的叭叭叭落到实处的待遇要么涨几百块要么装傻充愣。2武汉? ,0.6
小学减负有什么用，真心建议实行12年义务教育还有取消学区房才是重点！2苏州? ,0.6
我建议代表少说点话天天站着说话不腰疼啊? ,0.6
这些不靠谱的建议就别上热搜了吧搞得各种对立矛盾又来了? ,0.6
老师不配拥有自己的生活吗，教育孩子只是学校和老师的责任吗，多少孩子回家之后还会乐意写拓展作业啊? ,0.6
求求这些人能不能为老师说说话，我们也是公民啊? ,0.6
那还能叫家庭作业嘛最后连自主完成作业的能力都没有我的天? ,0.6
那为什么叫家庭作业呢？真是可笑? ,0.6
说来说去老师到底几点下班？学生是谁先写完谁回家？还是全部写完再回家？家长在外面等着？交通也堵着？这建议对于一年四季天冷的地方最合适，班里暖气空调都开着又暖和又舒服，是不是多晚回去都可以？温度差不多的就多此一举，回家写最好踏实，省的浪费能源，就目前这天气，班里你说是开空调还是开暖气？还有，这建议也包括学校为学生和老师准备晚餐？之后好不容易回到家，晚饭后再来个拓展性，补充性？想象一下这时几点了？如果这孩子不是亲生的是“代孕”出来的，死了也无所谓对吧？看看这一天课上的，真他妈充实...！收起全文d ,0.6
为什么最近总能看到各种“代表”的各种“建议”而且好多都是针对学生的有没有针对学校或者老师的？？？？比如强制家长到校看自习（学校说没钱给老师看班费了，也不知道一学期收那么多钱都去哪了）比如线上低质量网课还收高价？美其名曰老师占用自己的时间。省重点的校领导也就那样吧，起码现在看来我们学校是这样收起全文d ,0.6
中高考不改革，孩子永远会有做不完的题，不止校内还有校外的，哪个国家的校外补习班可以这么猖狂啊? ,0.6
既然叫家庭作业，家庭，家庭，为什么要学校完成呢？？？学校完成的也不叫家庭作业呀? ,0.6
纯属youbing虽然都不想写作业，但不写作业哪来的成绩？就学校那点时间，够干嘛的，不想写作业还想要成绩？想的真美。没有成绩，九年义务教育后还不能直接工作，还得等到二十岁，那初中毕业以后这几年干嘛呢？啃老吗？玩游戏都得30分钟刷回脸收起全文d ,0.6
别睡觉了，本来在家里写作业就得写到九/十点，大晚上的安全问题怎么解决？家长来接还是学校有校车一个个送回家？我上小学的时候下午第三节课都是老师轮着排课上或者自习，现在我妹她们都是用来上交费的补课。不让占用周末时间补课就占用正常应该上课的时间。收起全文d ,0.6
教育最需要个性化，每个人家庭背景不一样，聪明不一样，理解水平不一样，速度不一样，教育为什么要管，怎么管，不要没事找事2上海·紫竹小区? ,0.6
每次检查不要看成绩，或者说各个学校之间不比较，不布置作业都可以校内完成作业教师是不用生活，不用生孩子，照顾家里人吗？? ,0.6
学生放学时间和老师不是一个时间好吗,0.6
学生几点放学呢？老师几点下班呢？? ,0.6
变相给教师增加负担难道老师没有自己的家庭？没有自己的孩子和个人时间么？? ,0.6
但不是所有学生都可以在学校之内完成作业的啊基础差的学生要花很多时间完成学生放学如果留在学校完成作业才能走的话那老师也要留下不是吗？？不然出事了学校得负责。每次看这些代表的建议都觉得站着说话不腰疼每个地方学校还有学生的情况都不一样，怎么能一概而论收起全文d ,0.6
……代表们请放过学生和老师吧，脑力用在其他民生大计上吧? ,0.6
这真的是不现实也不合理我真的无法接受这个提议居然是师大附中校长提出来的，不说别的，对师大附中自己的学生而言，作业这个东西本身就是由他们自己来掌握的，什么时候做，哪些做哪些不做，再补充哪些能提高自己的短板……这些都是成为一个出色的高中生所必备的基本技能，校内的时间是一定要保证最高的学习效率的，把时间浪费在完成一些可有可无的家庭作业上面不是傻吗师大附中的学生是这么考上清北复交的？我不信收起全文d ,0.6
提议不出来就别她吗的瞎提议！? ,0.6
社会对待老师的态度，就能看出来这个社会是怎样对待教育的。? ,0.6
课后做作业费用上千，呵呵，然并卵2湘潭? ,0.6
代表建议让学生在校内完成家庭作业代表们先建议能实现12年义务教育吧。现在好多地方的高中还都得考呢。光减负不减压。老师也无奈，家长悬着一颗心。孩子倒是减轻负担了，可是中考高考的压力还是存在的呀！??? ,0.6
减负有用吗，减的再狠也还是几亿人一起竞争，该做的是减小不同小学初高中大学的差距，教育资源分配得合理一点，专科学点有用的? ,0.6
我好气哦…社会竞争这么激烈，天天喊减负，小时候快乐了长大和西北风吗？不知道国家综合实力的竞争就是人才的竞争吗？减减减，那你干脆都让放羊去得了，多么解放天性啊！为什么一刀切，家庭作业本来就是个度的问题，这不让干那不让干，那咋教育啊，嘴上喊口号有用吗？素质教育又不是说没作业就不叫应试教育了，鼓吹国外教育，不结合中国实际，只看到表面就一味，东施效颦，就这样的教育还不如应试教育呢！就无语了，好像教育改革就是作业的过，天天揪着鸡毛蒜皮的家庭作业，有意思哦…倒是好好看看调研一下再提意见吧！别砖家脑袋一拍根据所谓的理论提这么荒谬的意见了，好吗？多多看看教育公平，教育资源分配，素质教育的问题OK？教育改革不是减少作业…收起全文d ,0.6
在这个话题下黑我们人大的？？？搞清楚重点好吗？？学校收到举报后难道还能不作为吗？？这完全是合乎规则的！更何况是法学院！情理不能违背法理！ ?,0.583
真是一棒子把人三四年的努力打死，难受的讲不出话……口口声声说是规则，但所谓的规则就真的公平吗？在这件事里规则二字未免太冷血了 ?,0.583
   西外说：教育部算个屁啊。,0.583
 首先声明没觉得泄题者是对的，但是学校只能靠举报达到防作弊？要是就有一个人对跟另一个人透题，且没举报的话，那是不是就没有这事儿了？那对除这两人外的其他人公平吗？考试制度要改成初试的那种严格程度的话，这种事情也不会发生或尽量避免吧？学校没责任的吗，就挺无语 ???,0.578
回报善意的却是巨大响亮的耳光，令人难过生平最讨厌背后搞事情的真小人恶心 ?,0.574
为什么都是0分啊？是作弊被抓到了吗？还是怎么样？还是根本就没来考试啊？浪费这机会，有那机会给我多好，我想上还上不了呢 ?,0.574
西外打响了当代大学生反对学校政府封闭管理和形式主义的第一枪学校超市真的是吃人血馒头，这种钱您赚的良心不痛吗 ?,0.574
微博上智障是是真的多 ，透题就该0分，“好心”这个词是这么用的，别恶心人了。举报的好。 ?,0.565
照这么处理，全国有一半的研究生都得被退学分享是善意的，那些理性的人都是屏幕背后的举报者吧要么没考过研在那里逼逼逼，要么就是学法给你学的失去了正常人该有的同理心 ?,0.565
  带入一下，我人就没了。这是什么窒息操作。四年都能再读一遍大学了。读完大学没毕业。我天。 ?,0.562
任你怎么说怎么轰动怎么耍泼国家都是不会管的，学生在国家眼里一文不值，就是要把学生关到死 ?,0.562
以后谁还敢分享复试题目？？ ?,0.562
？？？那我语数英史政地各一个群+家校群是用来装饰的嘛 ?,0.562
气绝，考研的路上本就不易，何况又无怨无悔坚持的那么久呢，举报的那个人内心是有多黑暗才能做出这样的事情，看到“难再有逐梦山海无怨无悔的热情”泪目了，真是什么人都有，社会也在一遍一遍的刷新我对它的认知！ ?,0.562
规则上，无可争议。违反了就是违反了，举报者也没有做错什么。该罚，该举报。情理上，真特么恶心。就问问举报的那些人，真的就单纯为了维护公平正义？没有掺杂个人私心？如果掺杂了个人私心，算哪门子公平。小人之心，行君子之事。耻辱。 ?,0.511
震惊！竟然毫无违和感！！！这位举报年轻人不讲武德，来，骗，来，偷袭，我四战即将上岸的老同志，这好吗？这不好。我劝，这位年轻人，耗子尾汁，好好反思，以后不要再犯这样的，小聪明啊，考研要以和为贵，要讲武德，不要搞窝里斗，谢谢朋友们！！！ 收起全文d,0.511
下午三点就放学，上午8:30上课。你们建议把上学时间延长就没这么多事了。小孩子在学校学了个撒？？？？？？那么短的时间，回家尽要父母教。。。。。。学费白教了？？? ,0.5
那岂不是又有校内作业，也有家庭作业了布置作业吧，家长说孩子每天作业太多，压力太大。不布置作业吧，老师不管事。学校不负责任。就是下面这个人，发明了家庭作业。家庭作业之父。2兰州? ,0.5
真不知道这样代表，代表的是谁？回家不用写作业，自主复习，有几个孩子是主动，自主的学习，可不都光玩了，知识不用巩固，考试能好到哪去，到时候家长又得报辅导班代表们做一些有利于学生和教育的餐费事? ,0.5
，都是家长不同的声音！现在，都是老师不同的声音！有没有代表能提出:提高教师工资福利待遇、社会地位，加强教师资格门槛，禁止家长干预优秀教师的正常教育！常言道:老师是人类灵魂工程师！工程师，那工资待遇社会地位必须要高！入职前就要让老师知道干了教师这一行，就是做好了为人民服务的准备！让更多有这个心的人当教师，实现自己的追求！明星只是拍拍影视作品，都讲究德艺双馨，何况人类灵魂工程师！消防员、人民警察，等等，一切为了人民！老师不也是这样神圣的职业！收起全文d ,0.5
就直接说十一点半放学不就得了，无语，iPad? ,0.5
无法相信，这会是一个学校校长提出来的建议……难道工作不是从一线老师开始的吗？怎么就开始想着要搞死一线老师了老师们没有家庭，不需要照顾自己家人的吗？都是石头缝里蹦出来的呢? ,0.5
我的天，我天天写到十一点，早上七点左右到校，六点就得起，晚上七点多才下晚自习，球球了，让孩子睡个好觉吧? ,0.5
代表建议让学生在校内完成家庭作业在学校完成的还叫啥家庭作业啊那老师不布置就完事了呗学的好学不好都看个人造化啊以后都靠向前冲！? ,0.5
很有可能就会变成，老师给家长打电话：喂，XXX家长啊，你家孩子怎么回事？人家作业都能在校内完成，你家孩子为什么就是不好好做作业呢？回去好好教教，我们班级要评比的，不能因为你家孩子影响整个集体他们不会去考虑，怎么样才能督促孩子在校完成作业信不信吧？收起全文d ,0.5
老师几点下班？孩子几点回家？几点吃饭？? ,0.5
我还是忍不住有些想说的：这是我班一个孩子今日的抄词作业，我写的那份放在学校了，以组里老师这份为例说实话他把作业交上来时我挺生气的，因为词语本来就不多，又是我一个一个拿投影仪带着写的，边写边讲，写完随堂判。我当时挺严厉地问他：上课在底下干什么呢？你也真敢交？孩子没说话，他可能也知道他做的不对。晚上我想来想去，觉得不应该，他不是不想完成好，他也想攒印章换贴纸，他就是...累了。孩子们每天7：30到学校，一整天没有任何课外活动，课间除了饮水处和厕所哪也不许去，每周盼星星盼月亮的体育课动不动就室内，这样把人摁在课桌前，谁不疯？何况他们只是一群六岁的孩子。六岁，我能指望他有多大耐心呢？这个学生上学期刚入学时明显是跟不上的，看得出来没怎么上过幼儿园，上课坐不住，专注力不佳，听说读写全方位薄弱。我也真用心，家长也真配合，一个学期的功夫，越来越好。他还有个弟弟，小哥俩这学期一开学双双飞跃式进步，我好几次对照他俩以前的作业都感动到想哭。上头不让我们留作业，好，他学写字你不能让他一笔不动吧？我们做到最精简，只有生字和组词，并且亲自带着学生在课堂写。我们紧赶慢赶，在保证该讲的都讲到了的情况下，让孩子们作业全部在3点前完成，还能当天学的当天有批改，有反馈。这在我小时候上学，下午四节课都不可能。作业需要老师带着做好像成了现在的一种先进的教育理念，哪个小学生一说回家要写作业，完，他们老师成恶魔了。其实就是真留家庭作业，就这几个字，他能有什么心理问题出现呢？我想来想去，如果小学不让留作业真有什么益处，大概是能保护视力吧。可是前几天就有个悖论。上头又下达文件，不让大课间和中午吃完饭给学生放动画片，说有家长去告了。对啊，家长想的很对，影响视力。那么从学校角度，休息时间你规定让学生干点什么呢？屋你又不让出，没有动画片，你让看班老师在屋里听他们闹吗？真闹了又要说这班秩序不好，出了事又是老师看管不利。何况学校一天给我找八件事，不让那些猴看电视，我怎么安心完成那堆表？要不表就别催那么急。那只有一个办法了，带他学，带他写。只有利用起这些时间才能保证课上饱满的情况下还能在放学前把作业带他们做完。教室同时安静了，我燃烧了嗓子，照亮了心脏，不好吗？当然不好。因为矛盾又回到了原点——影响视力。上课写下课写，他也难受啊！我觉得教育问题像一滩乱毛线，需要捋清线头，才好解疙瘩，单纯拾起任何一个结打开，旁边千丝万缕交错纠缠，纵使一个个解开，还是会一个个勒紧。那么点小孩别扯应试教育，就说你愿不愿意扩建操场让人出门做操吧！收起全文d ,0.5
早上七点到班，晚上六点离班，中午学校小饭桌看学生吃饭，守午休。下午延时服务守自习。现在又让家庭作业在校完成？老师活该一直待在教室？家长一个小孩管不了，老师管五十个小孩，最后成绩也算在老师头上? ,0.5
这个建议我觉得就不是很好实施啊比起这个，我更希望老师布置的作业可以少而精(比如某某单元单词写十遍不如改成自己写会明天来校听写)，另外，不要过分依靠家长。怎么说，感觉我们小时候都是自己有一个小本本记作业，然后回去写第二天老师批改。现在呢，是作业都不告诉学生，直接发在家长群，需要做的题家长打印，学生做作业家长辅导，做完了家长检查，有时候家长还得录视频录语音发到班群里(可能不全是这样，但我们这个地方我有见过)。有些家长在外打工或者是文化程度不高的对于他们这些事就很难完成。收起全文d ,0.5
应该要培养孩子的学习习惯，而不是一味的给老师增加工作量，来给家长减负。这到底是老师的孩子，还是家长的孩子呀~ipad? ,0.5
我只想说的事代表能麻烦建议政府不要给学校布置关注各种公众号投票的事吗，这才真的是麻烦家长，这个和老师家长有什么关系? ,0.5
